InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
ebd77568-058e-47db-96dc-f1c8db01cd79,UGina wadabuka.,Usuku lwakhe lokuqala esikoleni esiphakeme aluzange lwenzeke njengoba ayethemba.,Uchithe usuku lonke elinde ukubhalisa.,"Wayehlala yedwa isikhathi esiningi, futhi isidlo sasemini naso sasinesizungu.",Lapho uGina egoduka wakhala kumama wakhe.,Lapho uGina egoduka watshela umama wakhe ukuthi ube nosuku olukhulu kangakanani.,1
d4bda8ea-e665-449f-be2f-ef8317618625,UMichael wayenekhalenda eligcwele amanothi.,Ikhalenda lakhe beliqukethe usuku olukhethekile.,Ngelinye ilanga waphonsa ikhalenda lakhe ngephutha.,UMichael ugcine elahlekile usuku lwakhe.,UMichael wanquma ukuthi ukusebenzisa amakhalenda kwakungafanele.,UMichael wayewaqaphela kakhulu amakhalenda akhe ngokuzayo.,2
88d08dc2-59da-4922-9d9b-309d44974a5b,I-accountant entsha ididekile ukuthi ideski lakhe likuphi.,Wathola umphathi wakhe wambuza ukuthi uzohlaliswa kuphi.,Wahamba naye waya edeskini lakhe elimisiwe.,Wahlala phansi wabe esembuza ngesabelo esisanda kwenziwa.,I-accountant entsha ibifuna ukuzivumelanisa nendawo ezungezile.,I-accountant entsha itshele umphathi ukuthi uyayeka.,1
7d5dc297-de0f-4b1c-a79a-ddc50b6d6c43,UCary waya endaweni yokucima ukoma futhi wahlabelela kabi ngobunye ubusuku.,Wonke umuntu wahleka wamzwisa ubuhlungu.,UCary wathola umqeqeshi wezwi edolobheni lakubo.,Ngemuva kwezifundo ezimbalwa wabuyela kubha yekharaoke.,UCary udanse wazungeza isigxobo kulo mculo.,UCary wayesabucayi futhi wonke umuntu wamhlekisa futhi.,2
41d2699b-417c-405e-b064-ca58faeeecb2,U-Aya wayefuna ukutshala izimbali zakhe.,Wathenga imbewu esitolo segadi.,Wazitshala wazinisela.,Ngokushesha wayesenamahlumela amancane!,U-Aya wajabula kakhulu!,U-Aya wayezizonda izitshalo.,1
8004298f-1c6e-4219-9cb4-663348e70f9e,ULiza wayeshaya olwandle ngolunye usuku.,"Ngokungazelelwe ngenkathi egwedla, wezwa ukuluma okubukhali.",Wabheka phansi wavalwa uvalo.,Ushaka wasusa omunye weminwe yakhe!,ULiza washesha waya ogwini.,ULiza uphulule kamnandi uphiko lukashaka.,1
dde98c28-b82a-4b83-a88b-b57e6ff4e351,Abazali bami bahlukana.,Ubaba wami waphuma embusweni wayosebenza.,Wahlangana nentombazane entsha.,bathandana.,Bashada futhi akukho okunye abebengakwenza ngami.,Bobabili bangihalalisele ngomshado wami.,1
9fe313a1-5055-4b6e-b50b-a4b668f74dee,Kwafika inkampani ezonikeza isilinganiso ngamawindi.,Bazungeza balinganisa wonke amawindi.,Babe sebehlala nathi phansi badlula imikhiqizo yabo.,Zonke izinketho zibukeka zizinhle.,We were so angry we sent them away immediately.,We had them start the work the next day.,2
7cbb5d99-bddf-4513-b7d7-bd8cf556bf94,Tom wanted to build a boat.,He went to the store to buy the wood.,Tom couldn't afford all of the supplies.,His father helped Tom buy the other supplies.,Tom was able to build the boat within one month.,Tom never got the supplies he needed to build the boat.,1
15771d3c-ba5b-4c86-b32b-6c135dd50baf,His stomach churned as he raced down the stairs.,He knew he must reach the restroom before he became too sick.,He leapt down the last steps and flew past a co worker.,The restroom was only feet away from him.,He barely made it in time.,He decided to go back to work instead.,1
3d2a1dd1-a38d-4658-95f5-82aa1a6e0e6e,Bradley finished his test.,He got up and gave his test paper to the teacher.,"The next day, he receive his paper.",The teacher gave him a D.,Bradley passed and did well.,Bradley failed and was upset.,2
9b879208-2e67-47e5-98e5-ea99f1d8d314,Kelly was going swimming in the ocean yesterday.,She had fun and loved the water.,Unfortunately something terrible happened.,To her surprise her earring was gone.,"It took some time, but Kelly found her earring again.",The earring had come into the possession of a traveling merchant.,1
d83ef440-4fa6-4426-8bcd-70338fb9a544,A man walked down the street on a summer day.,He walked past a mail box and noticed a letter on the ground.,"Upon examination, the letter was addressed and stamped.",The man thought that the letter must have fallen out.,He put the letter back in the mailbox.,He threw the rest of the mail in the box on the ground.,1
be14517c-c919-4c80-8fb5-4f031cdf31d0,Harry bought a puppy.,Harry and the puppy loved each other.,They grew old together.,"By the time the puppy was a dog, Harry knew it would die soon.",Harry was very happy.,Harry was very sad.,2
83914073-5e91-451f-9a69-43f1b3c797e9,Hank grew out a large beard.,His friend told Hank that he looked like an old homeless man with it.,Hank went home and intended to shave it off.,He brought the razor close to his beard and paused.,Hank hates hairy faces.,Hank decided he liked his beard.,2
2e32664e-6990-42f6-86e8-82286265236e,Samantha arrives at the bar for her date early.,She decides to look through the magazine sitting on the bar.,Samantha becomes engrossed in an article about peaches.,By the time her date arrives she has read all about peaches.,Samantha was able to break the ice by talking about peaches.,Samantha told her date everything she knew about apples.,1
0faf4829-3b27-42d3-a69f-2d6036b110f3,Tara was sick in bed all week.,She missed work due to a really bad flu.,Tara got a surprise visit from her boss in the evening.,Her boss sent her cookies and a get-well card.,Tara was grateful to her boss.,Tara was angered by this.,1
24ba63b9-aabc-4927-9f56-74183a5427f1,Earl went out with his cousin Jack plenty of times.,Earl didn't think anything bad would happen this day.,But Jack had a stolen car for them to ride in.,"Next, Jack pulled into a bank and then came running out with cash.",Earl was happy that the day was nice and calm.,Earl was shocked as Jack drove away.,2
c6838be1-3f80-48c7-93c8-65600207519e,David was walking home from school.,He heard a tiny bark behind him.,A small black puppy was following him home.,He asked his mom if he could keep it.,Davids mom took him to get a kitten.,His mom said yes he could keep the puppy.,2
0d6b1a7d-fd07-438f-86dc-bdfec017f3c6,My dad took me to a baseball game when I was little.,He spent that night teaching me all about the sport.,He showed me every position and what everything meant.,He introduced me to one of my favorite games ever.,"Now, playing or seeing baseball on TV reminds me of my father.",I can't sit through an entire baseball game without boredom.,1
e0ddda5b-d2cd-4ed6-9a67-78552a4e1eff,Last night I had the worst headache.,The pain literally was lasting hours.,Nothing would help the pain.,Finally I took Advil.,It was one of the most enjoyable nights ever.,The headache went away in about twenty minutes.,2
6729f80f-222c-440e-ab28-a7ebf4395e1a,Bonnie's family went berry picking.,They got so many strawberries they weren't sure what to do with them.,They had strawberry shortcake for dessert every night for a week.,They learned to make jam and canned over two dozen jars.,The jars made great holiday gifts for friends and family.,Canned blackberries have a long shelf life.,1
bded688a-0180-492e-86b0-887e9cc15ace,Mary wanted to dress up as an angel.,So she got the wings and the pink outfit.,And she even wrote what she was trying to be so no one would wonder.,But some of her friends as school started laughing.,Mary felt very hurt.,Mary felt very appreciated.,1
2cf77ebf-5215-4dd2-b21d-f2850ce52853,Ron really wanted to get promoted at his work place.,He researched different strategies to move up within the company.,Ron found out a higher position was created for bilingual employees.,The requirement for the new position is to be able to speak Spanish.,Ron didn't meet the requirements and got hired anyway.,Ron was happy because he knew how to speak Spanish.,2
d8d9ee72-734e-4c19-ae47-ab61fe891717,Shelly bought a pack of gum at the store.,She chewed it so often that she fell asleep with it in her mouth.,The next morning there was gum stuck in Shelly's hair.,Her mom had to cut out a large chunk of her hair and she looked funny.,Shelly was happy about the good haircut.,Shelly was sad and learned her lesson.,2
c00a9e8f-bcb9-4d96-872e-9b99b397cc3b,Penny went to the arcade to play his favorite game.,He put 2 quarters inside the pacman machine.,He played vigorously until his hands hurt.,The game made a sound when he beat the last level.,Penny loved gaming.,Penny was not very competitive.,1
7290a85e-13fc-4dd5-b73d-aadf754c2d5a,Kimmy loved owls.,She visited a national park with her brother to try to spot them.,They arrived at dusk and sat in their hiding spot.,Soon they saw an amazing sight.,Kimmy saw several owls fly away into the night.,Kimmy turned on her flashlight to scream at the owls in fright.,1
f3cb247a-f1b3-4ec1-9763-1d8583ab6c01,Sal loved to draw designs for shoes.,He would pin them up all around his workshop.,One day a rich businessman came to his workshop.,He saw all of Sal's designs and was very impressed.,Sal ripped up his designs and threw them away.,Sal was excited for his future with the businessman.,2
3ad7a689-5ee2-4d5a-9b82-208ca0a36121,Eric was having a picnic in the park with his girlfriend.,Eric was eating a sandwich and enjoying the weather.,"All of a sudden, a pigeons swooped down and snagged his sandwich.",Eric quickly chased after the pigeon.,Eric had been interested in keeping pigeons for years.,"While he chased the bird, more pigeons ran after his food.",2
906dbd83-9979-4c1b-8339-abe614cbee3a,Stella was so excited that a new family had moved in next door.,She watched out the window waiting to see the new kid.,"After getting out of the minivan, the new girl went inside.",But then a confused Stella saw the same girl get out of the car again!,Stella decided to take as shower.,Stella wondered what was going on.,2
a6918937-3d5b-4759-9786-8c36514405f6,Todd was tech savvy.,He always had the latest of every gadget.,He went to the local electronics store to browse.,He eyed a new drone model that was just released.,He didn't like drones.,He bought the drone.,2
11312653-e7ee-436b-95cc-7db0d3ddbc2a,Jordyn's family goes on vacation every summer.,They always choose a different place each year.,This year they are going to Disney World.,Jordyn has wanted to go to Disney for many Year's.,Jordyn decided he didn't want to go to Disney World anymore.,Jordyn wants to meet Mickey Mouse.,2
f71f59a5-5f5f-408e-a3ca-389362f24b06,We all went on vacation to Vermont.,We went to different maple syrup farms.,We tried different cheeses at cheese factories.,But our favorite part was the trip to Ben and Jerry's.,We all hate diary products.,We all love ice cream.,2
19ef0af4-17cb-4cfc-84f9-d5f4abd5ec56,Ray was camping.,Suddenly he heard a scary noise in the middle of the night.,He peeked outside his tent.,It was a huge bear sniffing around!,But Ray wasn't worried.,Ray hoped the bear wouldn't find him.,2
a6537ce0-9dea-4767-b784-32009ff760de,Rachel loved to sing.,Her parents and friends told her she was good at it.,Rachel uploaded videos onto youtube of her singing.,People said she was off key and terrible.,Rachel ignored their cruel comments.,Rachel was inspired by their comments.,1
6ba50375-d487-4dc7-b221-f2fb6e41662a,Ida really wanted hardwood floors in her living room.,She worked overtime often to save up the money.,Then she shopped for the flooring and had it installed.,"When she saw her new hardwood floors, she almost cried.",Ida thought the hardwood floors made her house feel like a home.,Ida re-installed the carpet in the living room the next day.,1
bb9b6983-1bf5-4ffa-8772-671c152d7f69,My sister in law had only four teeth.,She did not see a dentist for Years.,Last month her teeth started bothering her.,She had her teeth pulled.,Now my sister-in-law has to use dentures.,Now my sister-in-law enjoys hard candy and caramel apples.,1
bb408d56-4cef-41fd-97c6-f467d200823f,Jon just broke up with his girlfriend.,He was feeling quite depressed.,He called up his friends for support.,His friends came to pick up Jon.,Jon spent the rest of the night with friends.,Jon was angry at his friends.,1
73031690-c6b8-4d60-a66e-2b2b0a6cc214,Jimmy wanted to get some work experience as a senior in college.,He applied as an intern to a construction company nearby.,He really enjoyed working for them and was offered a position.,Jimmy accepted the position as a full-time employee.,Jimmy quit his job two weeks later.,Jimmy was very happy to have a job right after graduating.,2
582377f7-0fc9-42ff-99f2-d409161f7584,Ray was cooking pork chops.,When he was done he shouted to the family.,No one ate the pork chops.,Ray was sad.,Ray threw his pork chops in the trash can.,Ray felt very proud of himself.,1
21d0745c-ff36-4ac9-a663-a26cfd692922,"When Rick was 6, his father gave him an allowance.",Rick had to clean his room once a week to get the allowance.,"The first week, he forgot to clean his room.",He cried when his father didn't give him an allowance.,His dad praised him for his hard work.,Rick learned a valuable lesson that week.,2
3b988a66-2c66-45a3-ac0d-df8829a25536,Frank opened his present.,It was a shiny red wagon.,He started to cry.,His father explained that he'd once gotten one as a gift.,Frank was very grateful for the gift.,Frank threw the wagon away.,1
42b12f6d-811e-4a0f-bd1f-5d7fdde74973,The soccer game was tied 3 to 3 and there was a minute left to play.,"Julie had never scored a goal yet, but knew today would be her day.",Ashley passed her the ball and this was chance.,"She kicked as hard as she could, and the ball soared into the net.",Julie's teammates said she let down the team.,Julie's first goal won the game.,2
